v0_cpu, 1, 0.672747
v0_cpu, 10, 0.693876
v0_cpu, 100, 1.012405
v0_cpu, 1000, 4.360943
v0_cpu, 1, 0.660083
v0_cpu, 10, 0.689169
v0_cpu, 100, 1.022305
v0_cpu, 1000, 4.33116
v0_cpu, 1, 0.662126
v0_cpu, 10, 0.676482
v0_cpu, 100, 1.015776
v0_cpu, 1000, 4.313505
v0_cpu, 1, 0.661849
v0_cpu, 10, 0.680255
v0_cpu, 100, 1.010268
v0_cpu, 1000, 4.333368
v0_cpu, 1, 0.678068
v0_cpu, 10, 0.713761
v0_cpu, 100, 1.014339
v0_cpu, 1000, 4.525698
v0_cpu, 1, 0.712668
v0_cpu, 10, 0.697027
v0_cpu, 100, 1.011417
v0_cpu, 1000, 4.4257
v0_cpu, 1, 0.669878
v0_cpu, 10, 0.688826
v0_cpu, 100, 1.019038
v0_cpu, 1000, 4.387056
v0_cpu, 1, 0.670508
v0_cpu, 10, 0.718976
v0_cpu, 100, 1.020178
v0_cpu, 1000, 4.616348
v0_cpu, 1, 0.66153
v0_cpu, 10, 0.733146
v0_cpu, 100, 1.02061
v0_cpu, 1000, 4.508503
v0_cpu, 1, 0.660956
v0_cpu, 10, 0.722674
v0_cpu, 100, 1.082428
v0_cpu, 1000, 4.424928
v1_gpu, 1, 0.11324
v1_gpu, 10, 0.215815
v1_gpu, 100, 0.806638
v1_gpu, 1000, 6.960388
v1_gpu, 1, 0.089451
v1_gpu, 10, 0.210513
v1_gpu, 100, 0.759277
v1_gpu, 1000, 7.173714
v1_gpu, 1, 0.08817
v1_gpu, 10, 0.219409
v1_gpu, 100, 0.758867
v1_gpu, 1000, 7.223115
v1_gpu, 1, 0.092811
v1_gpu, 10, 0.210357
v1_gpu, 100, 0.821339
v1_gpu, 1000, 7.12888
v1_gpu, 1, 0.08714
v1_gpu, 10, 0.213629
v1_gpu, 100, 0.758638
v1_gpu, 1000, 7.049739
v1_gpu, 1, 0.087353
v1_gpu, 10, 0.238952
v1_gpu, 100, 0.767524
v1_gpu, 1000, 7.117419
v1_gpu, 1, 0.113062
v1_gpu, 10, 0.209672
v1_gpu, 100, 0.87635
v1_gpu, 1000, 7.435425
v1_gpu, 1, 0.097542
v1_gpu, 10, 0.209915
v1_gpu, 100, 0.806247
v1_gpu, 1000, 7.289587
v1_gpu, 1, 0.090367
v1_gpu, 10, 0.208408
v1_gpu, 100, 0.789709
v1_gpu, 1000, 7.219636
v1_gpu, 1, 0.094448
v1_gpu, 10, 0.212056
v1_gpu, 100, 0.859245
v1_gpu, 1000, 7.055691
v2_gpu, 1, 0.100442
v2_gpu, 10, 0.188076
v2_gpu, 100, 0.695761
v2_gpu, 1000, 6.175855
v2_gpu, 1, 0.095697
v2_gpu, 10, 0.190055
v2_gpu, 100, 0.696446
v2_gpu, 1000, 6.230323
v2_gpu, 1, 0.098641
v2_gpu, 10, 0.201651
v2_gpu, 100, 0.736305
v2_gpu, 1000, 6.242819
v2_gpu, 1, 0.097273
v2_gpu, 10, 0.197153
v2_gpu, 100, 0.728789
v2_gpu, 1000, 6.227434
v2_gpu, 1, 0.097
v2_gpu, 10, 0.191795
v2_gpu, 100, 0.731497
v2_gpu, 1000, 6.2497
v2_gpu, 1, 0.096238
v2_gpu, 10, 0.219106
v2_gpu, 100, 0.830156
v2_gpu, 1000, 6.255325
v2_gpu, 1, 0.088637
v2_gpu, 10, 0.190078
v2_gpu, 100, 0.763191
v2_gpu, 1000, 6.30153
v2_gpu, 1, 0.091303
v2_gpu, 10, 0.200293
v2_gpu, 100, 0.684153
v2_gpu, 1000, 6.127312
v2_gpu, 1, 0.08809
v2_gpu, 10, 0.190263
v2_gpu, 100, 0.774441
v2_gpu, 1000, 6.199328
v2_gpu, 1, 0.090914
v2_gpu, 10, 0.191944
v2_gpu, 100, 0.764018
v2_gpu, 1000, 6.188672
